Customer_Ref,Customer_Hash,City,State_Full,Customer_Key
DE-CUST-3967,0x2a770f3e,Altötting,Hessen,1023
DE-CUST-4821,0xb127ede4,Miesbach,Berlin,1024
DE-CUST-1885,0x20527aef,Belzig,Nordrhein-Westfalen,1025
DE-CUST-8235,0xb0f39180,Paderborn,Hessen,1026
DE-CUST-7610,0x26d64cc4,Hohenstein-Ernstthal,Nordrhein-Westfalen,1027
DE-CUST-3692,0xc1e5f67d,Rottweil,Hessen,1028
DE-CUST-3351,0xd2a1a187,Stade,Berlin,1029
DE-CUST-6106,0x1d249c7,Zschopau,Berlin,1030
DE-CUST-1721,0x8711fcc,Höxter,Berlin,1031
DE-CUST-9303,0xc2d1d9de,Fürstenwalde,Sachsen,1032
DE-CUST-2758,0x7232d607,Sömmerda,Sachsen,1033
DE-CUST-4884,0xf7d9a12d,Säckingen,Nordrhein-Westfalen,1034
DE-CUST-5827,0xdd3058a2,Badibling,Hessen,1035
DE-CUST-8548,0x84d8c65f,Wolfenbüttel,Berlin,1036
DE-CUST-7990,0x17149a9d,Ingolstadt,Bayern,1037
DE-CUST-4094,0x69eee86e,Rudolstadt,Bayern,1038
DE-CUST-42,0x2cc7c494,Neustrelitz,Hessen,1039
DE-CUST-6448,0x3a5fdc2,Hagenow,Bayern,1040
DE-CUST-2314,0x9e6730a6,Flöha,Bayern,1041
DE-CUST-2346,0x6ec68496,Malchin,Bayern,1042
DE-CUST-5789,0x4ada1395,Pinneberg,Hessen,1043
DE-CUST-50,0x8c6b4cd4,Reutlingen,Berlin,1044
DE-CUST-2089,0xa2d80b8f,Kemnath,Nordrhein-Westfalen,1045
DE-CUST-6830,0xf390a951,Tuttlingen,Sachsen,1046
DE-CUST-2101,0xe10f55be,Nördlingen,Berlin,1047
DE-CUST-7847,0x7dd0ebcc,Königs Wusterhausen,Nordrhein-Westfalen,1048
DE-CUST-6048,0x4629f33a,Herford,Sachsen,1049
DE-CUST-1823,0x9e5008ca,Jessen,Hessen,1050
DE-CUST-1126,0xf76d0960,Aurich,Hessen,1051
DE-CUST-1809,0x92aeb21f,Grevenbroich,Hessen,1052
DE-CUST-3159,0xb7b7f505,Wurzen,Bayern,1053
DE-CUST-6154,0x78fe9750,Böblingen,Hessen,1054
DE-CUST-8450,0xbe46cddd,Erding,,1055
DE-CUST-6834,0x18ca7d25,Hammelburg,Sachsen,1056
DE-CUST-4266,0xfb4c04bb,Beilngries,Sachsen,1057
DE-CUST-7828,0x7391d41b,Cottbus,Bayern,1058
DE-CUST-9279,0x48aa359b,Starnberg,,1059
DE-CUST-6998,0x4d743212,Leipziger Land,Sachsen,1060
DE-CUST-9070,0xc521eae2,Burg,Berlin,1061
DE-CUST-3145,0x397b2e89,Spremberg,Hessen,1062
DE-CUST-8504,0xdd2e68ed,Mellrichstadt,Nordrhein-Westfalen,1063
DE-CUST-1289,0x643635c0,Nördlingen,Sachsen,1064
DE-CUST-8753,0x83f14558,Grevesmühlen,Bayern,1065
DE-CUST-7405,0xdb742a98,Dresden,Berlin,1066
DE-CUST-9850,0x58b47970,Großenhain,Hessen,1067
DE-CUST-2947,0x241f90be,Illertissen,Sachsen,1068
DE-CUST-5476,0xc0f249de,Gardelegen,Sachsen,1069
DE-CUST-20,0x48ad65d4,Mettmann,Berlin,1070
DE-CUST-6882,0xfd8d9313,Wolfach,Berlin,1071
DE-CUST-1968,0xe6d32008,Badoberan,Sachsen,1072
DE-CUST-9170,0x2349fefc,Neustadtner Waldnaab,Nordrhein-Westfalen,1073
DE-CUST-439,0x1c81a54c,Schwäbisch Hall,Hessen,1074
DE-CUST-2869,0x3de6386f,Viersen,Nordrhein-Westfalen,1075
DE-CUST-8859,0xeec8f22,Prenzlau,Bayern,1076
DE-CUST-869,0xd185fb83,Beilngries,Nordrhein-Westfalen,1077
DE-CUST-3983,0xa36b8379,Arnstadt,Sachsen,1078
DE-CUST-1892,0x5fccfeb,Schwäbisch Gmünd,Bayern,1079
DE-CUST-4650,0x8a5f6905,Melsungen,Bayern,1080
DE-CUST-5460,0x2af40027,Melle,Nordrhein-Westfalen,1081
DE-CUST-3378,0xc4dab72d,Bitterfeld,Hessen,1082
DE-CUST-8836,0xcc3852,Calau,Hessen,1083
DE-CUST-2532,0x3b237397,Lüdenscheid,Nordrhein-Westfalen,1084
DE-CUST-6169,0xd27f6042,Rehau,Bayern,1085
DE-CUST-4470,0x33144493,Wolgast,Sachsen,1086
DE-CUST-3941,0xb731ba6c,Rudolstadt,Nordrhein-Westfalen,1087
DE-CUST-9378,0xe2e9d372,Eisenhüttenstadt,Nordrhein-Westfalen,1088
DE-CUST-8041,0x5826067b,Oberviechtach,Bayern,1089
DE-CUST-3587,0xe7297db5,Stadtsteinach,Nordrhein-Westfalen,1090
DE-CUST-4833,0x20bef414,Perleberg,Hessen,1091
DE-CUST-4720,0xd419fb22,Spremberg,Berlin,1092
DE-CUST-6903,0x723b5e2b,Aachen,Hessen,1093
DE-CUST-7861,0xc5d34dd1,Flöha,Nordrhein-Westfalen,1094
DE-CUST-8686,0xecd4e62,Lobenstein,Hessen,1095
DE-CUST-8178,0x1d844148,Bayreuth,Sachsen,1096
DE-CUST-8444,0xf76d8fd5,Altentreptow,Nordrhein-Westfalen,1097
DE-CUST-156,0x58d2713d,Sondershausen,Hessen,1098
DE-CUST-5133,0x40add435,Schweinfurt,,1099
DE-CUST-2919,0xe2940c7a,Passau,Berlin,1100
DE-CUST-4695,0x1fbfb059,Tübingen,Nordrhein-Westfalen,1101
DE-CUST-3640,0x46bf168d,Soltau,Hessen,1102
DE-CUST-7935,0xda148fea,Apolda,Berlin,1103
DE-CUST-4994,0x7b365850,Mühlhausen,Hessen,1104
DE-CUST-7862,0xf6fc35ff,Hannover,Bayern,1105
DE-CUST-8905,0x866de940,Bischofswerda,Hessen,1106
DE-CUST-2743,0xa559279,Sankt Goarshausen,Sachsen,1107
DE-CUST-5782,0x67860178,Weimar,Bayern,1108
DE-CUST-5815,0xf4c0be2,Ribnitz-Damgarten,Sachsen,1109
DE-CUST-8322,0x4d81ca5e,Dachau,Berlin,1110
DE-CUST-5793,0xbd8b3a21,Wolfenbüttel,,1111
DE-CUST-2187,0x384fc0dd,Kulmbach,Hessen,1112
DE-CUST-7253,0x1d685049,Viechtach,Bayern,1113
DE-CUST-9976,0x9028e409,Celle,Bayern,1114
DE-CUST-7208,0x6c69a272,Eisenberg,Berlin,1115
DE-CUST-8942,0x699d79f5,Weimar,,1116
DE-CUST-1668,0xb69e4610,Genthin,Nordrhein-Westfalen,1117
DE-CUST-2930,0x7bba1d0e,Bogen,Hessen,1118
DE-CUST-883,0x10834487,Helmstedt,Hessen,1119
DE-CUST-415,0x30634181,Günzburg,Bayern,1120
DE-CUST-2176,0xc453aed4,Sulzbach-Rosenberg,Sachsen,1121
DE-CUST-3077,0x86fb1177,Diepholz,Hessen,1122
DE-CUST-1,0x6875fae6,Gerolzhofen,Sachsen,1123
DE-CUST-8564,0xee6de16c,Bad Mergentheim,Nordrhein-Westfalen,1124
DE-CUST-7238,0xf5f075ef,Biedenkopf,Sachsen,1125
DE-CUST-2320,0xa27bc211,Parchim,Bayern,1126
DE-CUST-2862,0x9e10fc1e,Bernburg,Hessen,1127
DE-CUST-6495,0xac1395ab,Rudolstadt,Bayern,1128
DE-CUST-241,0xf6c25676,Lobenstein,Hessen,1129
DE-CUST-6768,0xb145336f,Mellrichstadt,Sachsen,1130
DE-CUST-8297,0x97362ba1,Waldmünchen,Hessen,1131
DE-CUST-5397,0xf9179d98,Artern,Nordrhein-Westfalen,1132
DE-CUST-8049,0x98274127,Guben,Hessen,1133
DE-CUST-9025,0x2f2af27a,Heinsberg,Bayern,1134
DE-CUST-9515,0x3de7e3f3,Stadtroda,Berlin,1135
DE-CUST-5831,0xadd28c47,Tübingen,Nordrhein-Westfalen,1136
DE-CUST-2454,0x6a849b95,Havelberg,Hessen,1137
DE-CUST-3485,0x1f4693a,Holzminden,Hessen,1138
DE-CUST-1596,0xbfc346e8,Böblingen,,1139
DE-CUST-7858,0xfdfce996,Stollberg,Berlin,1140
DE-CUST-1325,0xbcd6d73,Regen,Nordrhein-Westfalen,1141
DE-CUST-8388,0x45211343,Badoberan,Hessen,1142
DE-CUST-7111,0x96325cae,Hofgeismar,,1143
DE-CUST-5106,0x52fbcc7,Jessen,Nordrhein-Westfalen,1144
DE-CUST-1215,0xab70d7d0,Saarlouis,Nordrhein-Westfalen,1145
DE-CUST-5452,0x6e4179e0,Meppen,Sachsen,1146
DE-CUST-4976,0xc223a522,Bad Kissingen,Hessen,1147
DE-CUST-2064,0x4d892b3c,Wernigerode,Berlin,1148
DE-CUST-6856,0x553f9c86,Nördlingen,Bayern,1149
DE-CUST-5290,0xd1971a56,Büsingen am Hochrhein,Berlin,1150
DE-CUST-4337,0xe903c5db,Malchin,,1151
DE-CUST-3124,0x2b46d50e,Viersen,Nordrhein-Westfalen,1152
DE-CUST-1098,0x8ecb4f0e,Parchim,Sachsen,1153
DE-CUST-4240,0x20e19f19,Dinslaken,,1154
DE-CUST-7772,0x65e2dd66,Perleberg,Hessen,1155
DE-CUST-7013,0x9a1aac36,Neuruppin,Hessen,1156
DE-CUST-8757,0xeddc6fa8,Kötzting,,1157
DE-CUST-3318,0xce71698c,Fallingbostel,Hessen,1158
DE-CUST-1956,0x9e17b69f,Bersenbrück,Bayern,1159
DE-CUST-2713,0x769b9584,Dinslaken,Hessen,1160
DE-CUST-3598,0x7b1576e3,Passau,Nordrhein-Westfalen,1161
DE-CUST-9746,0x644e0d96,Höxter,Nordrhein-Westfalen,1162
DE-CUST-5565,0x7834d969,Wolfach,Hessen,1163
DE-CUST-7976,0xf7515903,Eckernförde,Bayern,1164
DE-CUST-725,0x556fc7ed,Koblenz,Bayern,1165
DE-CUST-3833,0xdb92a60b,Germersheim,Bayern,1166
DE-CUST-6955,0x3974afef,Lichtenfels,,1167
DE-CUST-8138,0x5d810986,Starnberg,Nordrhein-Westfalen,1168
DE-CUST-608,0x68e6c663,Emmendingen,Bayern,1169
DE-CUST-2818,0x6c1b26c7,Kronach,Hessen,1170
DE-CUST-5884,0x4b6fcb10,Lüneburg,Sachsen,1171
DE-CUST-3867,0xbf6a40be,Mayen,Sachsen,1172
DE-CUST-4369,0x9abb565f,Holzminden,Sachsen,1173
DE-CUST-4717,0x4046fc70,Mayen,Sachsen,1174
DE-CUST-3495,0xb0d0712f,Bamberg,Berlin,1175
DE-CUST-1978,0x6456972a,Hannoversch Münden,Nordrhein-Westfalen,1176
DE-CUST-8147,0xedc775d2,Scheinfeld,Hessen,1177
DE-CUST-4705,0xb0f5d5f7,Ribnitz-Damgarten,Hessen,1178
DE-CUST-670,0x5d64fe9a,Heiligenstadt,Sachsen,1179
DE-CUST-6436,0xf6d9ffab,Schleiz,Berlin,1180
DE-CUST-3251,0x5df756cc,Konstanz,Bayern,1181
DE-CUST-8377,0xd08a7a82,Eisenberg,Hessen,1182
DE-CUST-6487,0xb8546807,Viechtach,Nordrhein-Westfalen,1183
DE-CUST-5231,0x9eba32aa,Ahaus,Berlin,1184
DE-CUST-3454,0xb7071329,Kemnath,Sachsen,1185
DE-CUST-2334,0x96f1d10a,Schwandorf,Sachsen,1186
DE-CUST-4455,0x2e1ee7d2,Guben,Bayern,1187
DE-CUST-5489,0x873cb46b,Parsberg,Berlin,1188
DE-CUST-7541,0xfa34cec1,Hannover,Sachsen,1189
DE-CUST-2682,0xce173691,Hofgeismar,Hessen,1190
DE-CUST-4119,0x3c03af2e,Hansestadttralsund,Berlin,1191
DE-CUST-1155,0x5958ce74,Viechtach,Nordrhein-Westfalen,1192
DE-CUST-8889,0x64f93766,Neuss,Sachsen,1193
DE-CUST-2878,0xb05f1db6,Melsungen,Sachsen,1194
DE-CUST-3514,0x34f9a605,Perleberg,,1195
DE-CUST-6905,0x24637b3,Querfurt,Berlin,1196
DE-CUST-4869,0xf750b069,Stuttgart,Nordrhein-Westfalen,1197
DE-CUST-6468,0x51e3f722,Dessau,Sachsen,1198
DE-CUST-9612,0xe28e38fc,Eggenfelden,Hessen,1199
DE-CUST-6510,0xdde16329,Schwäbisch Gmünd,Sachsen,1200
DE-CUST-1163,0x4640a51,Greifswald,Bayern,1201
DE-CUST-9820,0xda47516,Lobenstein,Nordrhein-Westfalen,1202
DE-CUST-8967,0xea7b0528,Göttingen,Nordrhein-Westfalen,1203
DE-CUST-1035,0xf37f17e2,Magdeburg,,1204
DE-CUST-7875,0xa5ecf734,Pasewalk,Nordrhein-Westfalen,1205
DE-CUST-2418,0x4ecdba79,Pößneck,Sachsen,1206
DE-CUST-5501,0x37cbba3d,Nordhausen,Nordrhein-Westfalen,1207
DE-CUST-9571,0x41405ca7,Berlin,Nordrhein-Westfalen,1208
DE-CUST-5214,0x85234e26,Helmstedt,Hessen,1209
DE-CUST-1118,0xba447bd5,Aachen,,1210
DE-CUST-7926,0xdcc0b6fd,Ebern,Berlin,1211
DE-CUST-8646,0x14850c7e,Northeim,,1212
DE-CUST-1580,0xa84dc9de,Bitterfeld,Nordrhein-Westfalen,1213
DE-CUST-3106,0xafe9ee73,Lörrach,Hessen,1214
DE-CUST-6190,0x49949814,Heinsberg,Berlin,1215
DE-CUST-8381,0xb814f259,Witzenhausen,Berlin,1216
DE-CUST-334,0xf10011db,Nauen,Nordrhein-Westfalen,1217
DE-CUST-872,0xc719bfb5,Kelheim,Nordrhein-Westfalen,1218
DE-CUST-3968,0x385558d4,Eisenberg,Hessen,1219
DE-CUST-6563,0x598f9168,Arnstadt,Berlin,1220
DE-CUST-5066,0xb3836bcf,Ebern,Nordrhein-Westfalen,1221
DE-CUST-848,0xc85dfd92,Miesbach,Bayern,1222
DE-CUST-2192,0xc84bb580,Diepholz,Hessen,1223
DE-CUST-315,0xe838b4fa,Kehl,Sachsen,1224
DE-CUST-4712,0x1a605ead,Niesky,Berlin,1225
DE-CUST-1365,0xbd331015,Paderborn,Berlin,1226
DE-CUST-7889,0x972d91bd,Tirschenreuth,Sachsen,1227
DE-CUST-8233,0x82b7b4c3,Freital,Hessen,1228
DE-CUST-8320,0x70f7526b,Rastatt,Sachsen,1229
DE-CUST-6686,0x88993157,Bützow,Berlin,1230
DE-CUST-3416,0x3553716e,Saarlouis,Bayern,1231
DE-CUST-1354,0x51765c24,Chemnitz,Hessen,1232
DE-CUST-7790,0xa51e26bc,Schlüchtern,Bayern,1233
DE-CUST-988,0x283a106e,Malchin,Berlin,1234
DE-CUST-551,0x48c90813,Rathenow,,1235
DE-CUST-4909,0x5abff5d0,Eisenach,Sachsen,1236
DE-CUST-8029,0x5c2196d4,Steinfurt,Bayern,1237
DE-CUST-5122,0x454eef17,Strausberg,Hessen,1238
DE-CUST-260,0x480dab85,Bischofswerda,Hessen,1239
DE-CUST-9282,0x23aa8d93,Wittmund,Sachsen,1240
DE-CUST-9188,0x36133390,Cuxhaven,Sachsen,1241
DE-CUST-8451,0xa7f38c87,Potsdam,,1242
DE-CUST-3132,0x425e539f,Schwarzenberg,Bayern,1243
DE-CUST-6761,0x23c8e7d1,Ahaus,Hessen,1244
DE-CUST-2916,0xb438cbd1,Bremervörde,Sachsen,1245
DE-CUST-9028,0x6e725dcc,Husum,Nordrhein-Westfalen,1246
DE-CUST-7264,0xa820bbe0,Vilsbiburg,Berlin,1247
DE-CUST-6215,0x8ec4a69a,Ochsenfurt,Sachsen,1248
DE-CUST-5049,0x95f763e9,Magdeburg,Bayern,1249
DE-CUST-7943,0xf95c940c,Haldensleben,Bayern,1250
DE-CUST-1416,0x61e35bfd,Altötting,Hessen,1251
DE-CUST-9722,0xbde49f81,Calw,Hessen,1252
DE-CUST-233,0x1e3d0f1e,Ribnitz-Damgarten,Nordrhein-Westfalen,1253
DE-CUST-6613,0xc0a0c840,Sankt Goar,Hessen,1254
DE-CUST-158,0x34643d85,Strausberg,Hessen,1255
DE-CUST-4292,0x82002030,Gießen,Bayern,1256
DE-CUST-9169,0xea7afcb6,Aurich,Berlin,1257
DE-CUST-9042,0xc4e7f319,Griesbach Rottal,Berlin,1258
DE-CUST-4016,0xb397700c,Neu-Ulm,Bayern,1259
DE-CUST-8849,0xd05406f8,Merseburg,Sachsen,1260
DE-CUST-9243,0xdb449c87,Böblingen,,1261
DE-CUST-6017,0xdddc5432,Pegnitz,Berlin,1262
DE-CUST-5689,0xfd61aaf4,Wolfenbüttel,Nordrhein-Westfalen,1263
DE-CUST-9481,0xd85c31c5,Bad Langensalza,Bayern,1264
DE-CUST-9038,0xfc0742b7,Ingolstadt,Hessen,1265
DE-CUST-9639,0x444f953d,Weimar,Sachsen,1266
DE-CUST-3072,0xe223f8cf,Cloppenburg,Berlin,1267
DE-CUST-6928,0x149762b7,Cuxhaven,Berlin,1268
DE-CUST-8596,0xc96ea4fa,Bad Kreuznach,Nordrhein-Westfalen,1269
DE-CUST-3040,0xd8469134,Hohenmölsen,Berlin,1270
DE-CUST-7292,0xd3cbc306,Hildesheim,Hessen,1271
DE-CUST-4437,0xb8c13271,Fallingbostel,Nordrhein-Westfalen,1272
DE-CUST-9036,0x3c539c63,Fürstenfeldbruck,Sachsen,1273
DE-CUST-587,0xf3ab9533,Augsburg,Hessen,1274
DE-CUST-1469,0xfc071745,Kyritz,Sachsen,1275
DE-CUST-722,0xd3a48813,Nördlingen,Bayern,1276
DE-CUST-7921,0x1ab22b95,Nürtingen,Nordrhein-Westfalen,1277
DE-CUST-235,0x370b3866,Roth,Berlin,1278
DE-CUST-1435,0x3d1c1ab6,Delitzsch,Nordrhein-Westfalen,1279
DE-CUST-4301,0x383714b0,Lüdenscheid,Bayern,1280
DE-CUST-4825,0x8b43b5e8,Neu-Ulm,Bayern,1281
DE-CUST-1474,0xd5ccfa27,Mühldorf am Inn,,1282
DE-CUST-5176,0x851c42d2,Weimar,Hessen,1283
DE-CUST-8926,0xf53b959,Mühlhausen,Bayern,1284
DE-CUST-9609,0xe8d1db72,Gütersloh,Berlin,1285
DE-CUST-1331,0x31c12743,Siegen,Nordrhein-Westfalen,1286
DE-CUST-8307,0xa0d0738e,Husum,,1287
DE-CUST-4723,0x28b6a336,Erding,,1288
DE-CUST-7599,0x3c42a7a6,Einbeck,Nordrhein-Westfalen,1289
DE-CUST-5046,0xd1296e3d,Ueckermünde,Berlin,1290
DE-CUST-7591,0xc53abc41,Burgdorf,Sachsen,1291
DE-CUST-7384,0xdbec9943,Brand,Sachsen,1292
DE-CUST-8462,0xbbe998d4,Miltenberg,Hessen,1293
DE-CUST-5366,0x6e50648,Bamberg,Nordrhein-Westfalen,1294
DE-CUST-3379,0x1707e60,Ahaus,Berlin,1295
DE-CUST-8792,0xa8158e2a,Tecklenburg,Nordrhein-Westfalen,1296
DE-CUST-3877,0xa9fd2307,Greiz,,1297
DE-CUST-1983,0xd5ca6659,Delitzsch,Berlin,1298
DE-CUST-849,0xdd68fdb5,Kleve,Bayern,1299
DE-CUST-5500,0xc98ff92d,Donaueschingen,Berlin,1300
DE-CUST-7691,0x7b8fc6dd,Jessen,Nordrhein-Westfalen,1301
DE-CUST-5573,0xfe096671,Berlin,Bayern,1302
DE-CUST-1813,0x6972d462,Groß-Gerau,,1303
DE-CUST-8301,0x8f662237,Germersheim,Bayern,1304
DE-CUST-9245,0xbc1c8dce,Schleiz,Sachsen,1305
DE-CUST-5663,0xf33acee3,Kötzting,Berlin,1306
DE-CUST-5112,0xa0365485,Eisenhüttenstadt,Nordrhein-Westfalen,1307
DE-CUST-9456,0x531097d6,Paderborn,Sachsen,1308
DE-CUST-7056,0xec0a6c4d,Prenzlau,Sachsen,1309
DE-CUST-7330,0xb6d4b139,Pirmasens,Berlin,1310
DE-CUST-8929,0xa5730908,Cuxhaven,Bayern,1311
DE-CUST-6165,0x1c4809,Calw,Hessen,1312
DE-CUST-80,0x3f2e6e87,Norden,Sachsen,1313
DE-CUST-7187,0x960edcc1,Wolfenbüttel,Sachsen,1314
DE-CUST-1379,0xa0598211,Nauen,Hessen,1315
DE-CUST-7497,0x7a86a292,Schwäbisch Hall,Berlin,1316
DE-CUST-6941,0x2f03df9,Siegen,Sachsen,1317
DE-CUST-950,0xefc3b907,Uffenheim,Hessen,1318
DE-CUST-4790,0x71928fb8,Celle,Sachsen,1319
DE-CUST-5224,0x54c6f9ca,Chemnitz,Sachsen,1320
DE-CUST-8880,0xe6c95c8a,Lörrach,Berlin,1321
DE-CUST-5979,0x83cd9a31,Prenzlau,Hessen,1322
DE-CUST-7614,0x64064e1d,Feuchtwangen,Hessen,1323
DE-CUST-9305,0xdf61864f,Strausberg,Nordrhein-Westfalen,1324
DE-CUST-4,0xf1843d72,Stendal,Nordrhein-Westfalen,1325
DE-CUST-6931,0xe2b81319,Burgdorf,Sachsen,1326
DE-CUST-3158,0x8acdbada,Bernburg,Bayern,1327
DE-CUST-7319,0xe591ef18,Marienberg,Nordrhein-Westfalen,1328
DE-CUST-9848,0x11d78e0f,Gerolzhofen,Bayern,1329
DE-CUST-5191,0xde931aa0,Jülich,Sachsen,1330
DE-CUST-1154,0x8d6a5d8b,Füssen,Nordrhein-Westfalen,1331
DE-CUST-6441,0xcfbc06ed,Wolfenbüttel,Bayern,1332
DE-CUST-7409,0xb3d32e25,Hohenmölsen,Hessen,1333
DE-CUST-6506,0x1dab40ab,Anklam,,1334
DE-CUST-2095,0x74e2a973,Freital,,1335
DE-CUST-4700,0xe7ca9f21,Sankt Goar,Nordrhein-Westfalen,1336
DE-CUST-1905,0xa2c6b581,Schwarzenberg,Sachsen,1337
DE-CUST-7283,0xde946b9,Hofgeismar,Sachsen,1338
DE-CUST-787,0x75cac66,Melle,Bayern,1339
DE-CUST-1545,0x5481d7b4,Paderborn,Hessen,1340
DE-CUST-5975,0xb69e7171,Bogen,Hessen,1341
DE-CUST-361,0x41d4d020,Burglengenfeld,Bayern,1342
DE-CUST-5765,0xca4a44aa,Aschaffenburg,Bayern,1343
DE-CUST-305,0xe0d6b9ed,Hildesheim,Hessen,1344
DE-CUST-6524,0x5b1f9dc0,Kaiserslautern,Sachsen,1345
DE-CUST-9257,0x76977d05,Freudenstadt,Berlin,1346
DE-CUST-9087,0x58006424,Forchheim,Bayern,1347
DE-CUST-8904,0x6d4fd954,Kassel,Sachsen,1348
DE-CUST-2155,0x6dd51684,Bergzabern,Hessen,1349
DE-CUST-2647,0xcf986d37,Senftenberg,Hessen,1350
DE-CUST-9264,0x5aa75b9,Döbeln,Nordrhein-Westfalen,1351
DE-CUST-736,0xd9e2b65,Biedenkopf,Hessen,1352
DE-CUST-7792,0x7860def8,Kelheim,Sachsen,1353
DE-CUST-9190,0xf1dad9dd,Grimmen,Hessen,1354
DE-CUST-2792,0x321aabd3,Goslar,Hessen,1355
DE-CUST-8250,0x849e9ce3,Donaueschingen,Sachsen,1356
DE-CUST-2198,0x13606ebc,Bayreuth,Hessen,1357
DE-CUST-1214,0xbc6aab02,Hainichen,Berlin,1358
DE-CUST-3477,0x496714ea,Erbisdorf,Sachsen,1359
DE-CUST-9981,0xa2c02014,Saarlouis,Nordrhein-Westfalen,1360
DE-CUST-9041,0xb41aff4a,Wittstock,Bayern,1361
DE-CUST-5386,0x1ba95b4d,Hannoversch Münden,Nordrhein-Westfalen,1362
DE-CUST-5310,0xa75cb117,Greifswald,Sachsen,1363
DE-CUST-6956,0xa76b834c,Meppen,Sachsen,1364
DE-CUST-2090,0x6d99c1e0,Grimmen,Nordrhein-Westfalen,1365
DE-CUST-1708,0x46dcea24,Bersenbrück,Sachsen,1366
DE-CUST-6355,0x2deb487,Pinneberg,Hessen,1367
DE-CUST-671,0x7b531c71,Crailsheim,Hessen,1368
DE-CUST-8392,0xe842abe5,Auerbach,Berlin,1369
DE-CUST-6327,0x88d972c7,Einbeck,Berlin,1370
DE-CUST-592,0xfe97e20,Konstanz,Berlin,1371
DE-CUST-1764,0x2a57a1ed,Ludwigslust,Sachsen,1372
DE-CUST-1250,0x97f98c65,Ebermannstadt,Sachsen,1373
DE-CUST-4179,0x9d48582c,Pößneck,Sachsen,1374
DE-CUST-8206,0x93ada559,Querfurt,Bayern,1375
DE-CUST-5848,0x4f6be12b,Pegnitz,Berlin,1376
DE-CUST-616,0x4501e850,Sonneberg,Bayern,1377
DE-CUST-1521,0xa3f4f413,Grevenbroich,Hessen,1378
DE-CUST-8708,0xb2322d97,Sondershausen,Nordrhein-Westfalen,1379
DE-CUST-272,0x47a3488c,Badoberan,Sachsen,1380
DE-CUST-2015,0x11210ae5,Wetzlar,Bayern,1381
DE-CUST-3675,0xd5868e5,Bamberg,Sachsen,1382
DE-CUST-9453,0x332a9e0e,Schwäbisch Hall,Nordrhein-Westfalen,1383
DE-CUST-54,0xdbe05334,Borna,,1384
DE-CUST-8677,0x607bc65b,Strasburg,Bayern,1385
DE-CUST-965,0xfe171587,Höxter,Berlin,1386
DE-CUST-1498,0x9feee16e,Brilon,Bayern,1387
DE-CUST-5266,0x13d25b9b,Havelberg,Berlin,1388
DE-CUST-9438,0x957d8bb4,Apolda,Nordrhein-Westfalen,1389
DE-CUST-2429,0xb8e0bc1a,Sömmerda,Bayern,1390
DE-CUST-3571,0x93c31019,Wittstock,Sachsen,1391
DE-CUST-8481,0x7a9ca4b0,Sondershausen,Sachsen,1392
DE-CUST-1859,0x4f62da96,Freital,Bayern,1393
DE-CUST-5520,0x4e2feef9,Sternberg,Hessen,1394
DE-CUST-648,0xcb3d30eb,Grimma,Bayern,1395
DE-CUST-4792,0x59b0fe4d,Mettmann,Bayern,1396
DE-CUST-8728,0xa7610884,Freising,Hessen,1397
DE-CUST-8761,0xd7ad591a,Miesbach,Sachsen,1398
DE-CUST-2332,0xee235c8e,Hoyerswerda,Bayern,1399
DE-CUST-2055,0x189df74d,Auerbach,Hessen,1400
DE-CUST-3948,0x1a521a6,Delitzsch,Berlin,1401
DE-CUST-7333,0xdb2180f7,Lüdinghausen,Nordrhein-Westfalen,1402
DE-CUST-69,0xb825fd26,Burgdorf,Bayern,1403
DE-CUST-9416,0x2976ae9a,Apolda,Hessen,1404
DE-CUST-4922,0xaddd323a,Kelheim,Bayern,1405
DE-CUST-3440,0x2eeb3a00,Düren,Nordrhein-Westfalen,1406
DE-CUST-5933,0xd3f0c2c5,Plauen,Nordrhein-Westfalen,1407
DE-CUST-2747,0xf45ecce3,Gadebusch,Bayern,1408
DE-CUST-5511,0x5ae8be69,Niesky,Berlin,1409
DE-CUST-8958,0x51e6b547,Grimma,,1410
DE-CUST-9814,0xb324fe42,Rastatt,,1411
DE-CUST-2877,0x8f16e4d9,Hünfeld,Hessen,1412
DE-CUST-3744,0xa7f5ce73,Potsdam,Berlin,1413
DE-CUST-7548,0xae3fb44b,Göppingen,Sachsen,1414
DE-CUST-2144,0x56b71148,Riesa,Hessen,1415
DE-CUST-4907,0xabfda3ab,Schwabmünchen,Berlin,1416
DE-CUST-2444,0xed46d7f0,Rathenow,Berlin,1417
DE-CUST-223,0x1bfc8f9,Dessau,Bayern,1418
DE-CUST-6795,0xfbbd26f6,Nabburg,Berlin,1419
DE-CUST-7098,0x1cf8df54,Meiningen,Berlin,1420
DE-CUST-7699,0x60703fd3,Warendorf,Sachsen,1421
DE-CUST-6244,0xe3c7ad2e,Augsburg,Nordrhein-Westfalen,1422
DE-CUST-6195,0xf63cc9e1,Herford,Bayern,1423
DE-CUST-7185,0xd05a86a8,Gotha,Nordrhein-Westfalen,1424
DE-CUST-4521,0xb65f86eb,Main-Höchst,Nordrhein-Westfalen,1425
DE-CUST-5844,0xd4b31588,Soltau,Hessen,1426
DE-CUST-3924,0x15bb0618,Sigmaringen,Berlin,1427
DE-CUST-4596,0x778738b7,Monschau,Sachsen,1428
DE-CUST-3513,0x9ce50ca2,Vechta,Nordrhein-Westfalen,1429
