Shipping_ID,Processing_Time_Days,Channel,Is_Delayed,Logistics_Key
LOG-206824,6.0,Desktop,False,8959
LOG-215884,3.0,App,False,8960
LOG-207461,5.0,In-Store,False,8961
LOG-242258,2.0,App,False,8962
LOG-222644,10.0,App,True,8963
LOG-237596,8.0,Desktop,False,8964
LOG-248730,,Desktop,False,8965
LOG-212040,8.0,In-Store,False,8966
LOG-212431,9.0,Mobile,True,8967
LOG-247683,7.0,App,False,8968
LOG-218097,10.0,In-Store,True,8969
LOG-215469,,Desktop,False,8970
LOG-246369,5.0,Mobile,False,8971
LOG-222637,4.0,App,False,8972
LOG-240667,4.0,In-Store,False,8973
LOG-211805,3.0,In-Store,False,8974
LOG-237421,8.0,Desktop,False,8975
LOG-253747,6.0,Desktop,False,8976
LOG-212126,10.0,In-Store,True,8977
LOG-209514,6.0,App,False,8978
LOG-218886,2.0,Desktop,False,8979
LOG-238021,5.0,App,False,8980
LOG-204161,8.0,Mobile,False,8981
LOG-237198,1.0,In-Store,False,8982
LOG-240799,1.0,Desktop,False,8983
LOG-210778,7.0,In-Store,False,8984
LOG-239574,4.0,In-Store,False,8985
LOG-244004,4.0,App,False,8986
LOG-212170,1.0,Desktop,False,8987
LOG-200067,10.0,Mobile,True,8988
LOG-252606,4.0,In-Store,False,8989
LOG-203278,6.0,Mobile,False,8990
LOG-239983,1.0,Mobile,False,8991
LOG-214975,2.0,Mobile,False,8992
LOG-203576,1.0,Desktop,False,8993
LOG-243547,,Mobile,False,8994
LOG-240351,2.0,In-Store,False,8995
LOG-250298,10.0,In-Store,True,8996
LOG-205119,2.0,Desktop,False,8997
LOG-233868,8.0,Desktop,False,8998
LOG-246533,10.0,App,True,8999
LOG-245094,6.0,Mobile,False,9000
LOG-236714,7.0,In-Store,False,9001
LOG-244211,3.0,Mobile,False,9002
LOG-227348,3.0,Desktop,False,9003
LOG-226954,,App,False,9004
LOG-214895,5.0,Desktop,False,9005
LOG-201263,8.0,Desktop,False,9006
LOG-247603,3.0,App,False,9007
LOG-212621,8.0,Mobile,False,9008
LOG-226842,4.0,In-Store,False,9009
LOG-212120,10.0,Mobile,True,9010
LOG-234269,4.0,Mobile,False,9011
LOG-234335,8.0,In-Store,False,9012
LOG-246690,1.0,In-Store,False,9013
LOG-255153,2.0,App,False,9014
LOG-242673,8.0,Mobile,False,9015
LOG-215633,4.0,App,False,9016
LOG-247433,6.0,In-Store,False,9017
LOG-202061,5.0,In-Store,False,9018
LOG-210091,10.0,Mobile,True,9019
LOG-245413,,App,False,9020
LOG-214534,2.0,Mobile,False,9021
LOG-243037,2.0,Mobile,False,9022
LOG-228489,10.0,App,True,9023
LOG-221498,7.0,Mobile,False,9024
LOG-253228,4.0,App,False,9025
LOG-210164,8.0,In-Store,False,9026
LOG-225883,9.0,Desktop,True,9027
LOG-232388,10.0,In-Store,True,9028
LOG-226112,3.0,In-Store,False,9029
LOG-214566,,Mobile,False,9030
LOG-205752,4.0,App,False,9031
LOG-241750,7.0,App,False,9032
LOG-213055,4.0,Desktop,False,9033
LOG-249499,2.0,Desktop,False,9034
LOG-206305,7.0,Mobile,False,9035
LOG-225081,8.0,Desktop,False,9036
LOG-226706,1.0,Mobile,False,9037
LOG-225763,4.0,In-Store,False,9038
LOG-209633,8.0,Desktop,False,9039
LOG-212121,6.0,Desktop,False,9040
LOG-227194,9.0,Desktop,True,9041
LOG-203787,6.0,Mobile,False,9042
LOG-219810,6.0,Desktop,False,9043
LOG-205169,2.0,App,False,9044
LOG-247337,3.0,In-Store,False,9045
LOG-236759,3.0,Mobile,False,9046
LOG-246351,9.0,Mobile,True,9047
LOG-223146,7.0,App,False,9048
LOG-233726,10.0,Desktop,True,9049
LOG-239078,9.0,App,True,9050
LOG-205853,1.0,Desktop,False,9051
LOG-219763,10.0,App,True,9052
LOG-200534,2.0,App,False,9053
LOG-234251,6.0,Desktop,False,9054
LOG-215630,7.0,Mobile,False,9055
LOG-250601,6.0,Mobile,False,9056
LOG-215968,2.0,App,False,9057
LOG-217350,7.0,In-Store,False,9058
LOG-223731,2.0,Mobile,False,9059
LOG-237254,4.0,In-Store,False,9060
LOG-243284,,Desktop,False,9061
LOG-223624,6.0,Desktop,False,9062
LOG-240786,2.0,In-Store,False,9063
LOG-212521,6.0,Mobile,False,9064
LOG-223769,4.0,App,False,9065
LOG-249076,5.0,Desktop,False,9066
LOG-240744,6.0,In-Store,False,9067
LOG-201067,7.0,App,False,9068
LOG-237159,1.0,App,False,9069
LOG-220007,4.0,In-Store,False,9070
LOG-242560,8.0,Mobile,False,9071
LOG-250128,3.0,Mobile,False,9072
LOG-214405,1.0,Mobile,False,9073
LOG-204906,,Desktop,False,9074
LOG-245056,4.0,In-Store,False,9075
LOG-245959,1.0,App,False,9076
LOG-241048,4.0,In-Store,False,9077
LOG-235429,7.0,Desktop,False,9078
LOG-254420,9.0,Mobile,True,9079
LOG-216862,5.0,App,False,9080
LOG-233608,1.0,Desktop,False,9081
LOG-254642,2.0,Desktop,False,9082
LOG-227321,1.0,Desktop,False,9083
LOG-225684,8.0,Mobile,False,9084
LOG-208892,6.0,In-Store,False,9085
LOG-207989,2.0,App,False,9086
LOG-246639,5.0,In-Store,False,9087
LOG-226422,8.0,App,False,9088
LOG-226361,10.0,App,True,9089
LOG-205440,10.0,In-Store,True,9090
LOG-232038,1.0,In-Store,False,9091
LOG-236423,5.0,App,False,9092
LOG-222859,1.0,In-Store,False,9093
LOG-208299,9.0,Desktop,True,9094
LOG-252106,1.0,Desktop,False,9095
LOG-232565,6.0,App,False,9096
LOG-228411,7.0,Desktop,False,9097
LOG-217497,6.0,In-Store,False,9098
LOG-215291,10.0,Mobile,True,9099
LOG-227048,1.0,Desktop,False,9100
LOG-227955,10.0,In-Store,True,9101
LOG-201607,5.0,In-Store,False,9102
LOG-235307,7.0,Mobile,False,9103
LOG-209199,10.0,Desktop,True,9104
LOG-237063,4.0,In-Store,False,9105
LOG-231972,7.0,Desktop,False,9106
LOG-210686,10.0,In-Store,True,9107
LOG-211914,5.0,In-Store,False,9108
LOG-242223,3.0,App,False,9109
LOG-249003,2.0,Mobile,False,9110
LOG-216351,4.0,Desktop,False,9111
LOG-205441,3.0,App,False,9112
LOG-202521,1.0,In-Store,False,9113
LOG-208984,1.0,In-Store,False,9114
LOG-224660,2.0,In-Store,False,9115
LOG-200147,2.0,Mobile,False,9116
LOG-252696,7.0,Desktop,False,9117
LOG-229671,1.0,In-Store,False,9118
LOG-245100,3.0,In-Store,False,9119
LOG-211622,4.0,App,False,9120
LOG-209595,3.0,In-Store,False,9121
LOG-246925,10.0,In-Store,True,9122
LOG-228952,1.0,Desktop,False,9123
LOG-254209,3.0,App,False,9124
LOG-242893,2.0,Desktop,False,9125
LOG-204156,9.0,App,True,9126
LOG-254868,2.0,In-Store,False,9127
LOG-227193,7.0,Mobile,False,9128
LOG-241666,3.0,Desktop,False,9129
LOG-210600,7.0,In-Store,False,9130
LOG-214356,,Desktop,False,9131
LOG-207103,,In-Store,False,9132
LOG-221810,1.0,Mobile,False,9133
LOG-249677,7.0,App,False,9134
LOG-251202,7.0,Desktop,False,9135
LOG-207300,3.0,Desktop,False,9136
LOG-214158,4.0,Desktop,False,9137
LOG-205856,7.0,App,False,9138
LOG-248180,7.0,Desktop,False,9139
LOG-226350,10.0,App,True,9140
LOG-216632,7.0,Mobile,False,9141
LOG-222398,3.0,App,False,9142
LOG-251583,,Mobile,False,9143
LOG-253423,9.0,Mobile,True,9144
LOG-247582,8.0,Desktop,False,9145
LOG-249538,7.0,Desktop,False,9146
LOG-220999,5.0,App,False,9147
LOG-226755,7.0,Mobile,False,9148
LOG-252035,7.0,Desktop,False,9149
LOG-243855,2.0,App,False,9150
LOG-218042,10.0,In-Store,True,9151
LOG-222299,5.0,App,False,9152
LOG-236006,10.0,Desktop,True,9153
LOG-246347,3.0,App,False,9154
LOG-249980,3.0,Desktop,False,9155
LOG-216179,8.0,Desktop,False,9156
LOG-211936,4.0,Mobile,False,9157
LOG-247551,4.0,Mobile,False,9158
LOG-227928,6.0,Mobile,False,9159
LOG-253605,1.0,Mobile,False,9160
LOG-231207,5.0,Mobile,False,9161
LOG-227745,5.0,App,False,9162
LOG-225471,4.0,In-Store,False,9163
LOG-220121,5.0,App,False,9164
LOG-210381,3.0,Mobile,False,9165
LOG-244135,5.0,App,False,9166
LOG-228356,6.0,Desktop,False,9167
LOG-243902,8.0,Desktop,False,9168
LOG-214565,,Desktop,False,9169
LOG-227799,8.0,App,False,9170
LOG-233696,1.0,In-Store,False,9171
LOG-235705,,Mobile,False,9172
LOG-205685,3.0,Mobile,False,9173
LOG-251730,2.0,In-Store,False,9174
LOG-251510,10.0,Desktop,True,9175
LOG-203875,7.0,Mobile,False,9176
LOG-223860,6.0,In-Store,False,9177
LOG-210811,9.0,In-Store,True,9178
LOG-254753,7.0,Desktop,False,9179
LOG-240568,8.0,App,False,9180
LOG-212071,9.0,In-Store,True,9181
LOG-202454,10.0,In-Store,True,9182
LOG-232075,9.0,App,True,9183
LOG-204649,5.0,In-Store,False,9184
LOG-201805,8.0,App,False,9185
LOG-236961,10.0,In-Store,True,9186
LOG-255134,1.0,In-Store,False,9187
LOG-241154,7.0,App,False,9188
LOG-233845,3.0,In-Store,False,9189
LOG-252244,5.0,Mobile,False,9190
LOG-236041,8.0,Desktop,False,9191
LOG-232108,6.0,Mobile,False,9192
LOG-214236,6.0,App,False,9193
LOG-212625,4.0,Desktop,False,9194
LOG-206394,1.0,In-Store,False,9195
LOG-231635,4.0,Desktop,False,9196
LOG-242446,6.0,Mobile,False,9197
LOG-216749,7.0,App,False,9198
LOG-254328,5.0,Mobile,False,9199
LOG-221744,10.0,Mobile,True,9200
LOG-245876,10.0,Mobile,True,9201
LOG-235222,1.0,Desktop,False,9202
LOG-234058,2.0,In-Store,False,9203
LOG-253548,5.0,Desktop,False,9204
LOG-206946,7.0,App,False,9205
LOG-253983,4.0,Mobile,False,9206
LOG-200135,2.0,Desktop,False,9207
LOG-217273,2.0,Mobile,False,9208
LOG-241478,9.0,Mobile,True,9209
LOG-207383,1.0,In-Store,False,9210
LOG-237900,8.0,Desktop,False,9211
LOG-213077,1.0,In-Store,False,9212
LOG-211677,4.0,App,False,9213
LOG-227238,4.0,Mobile,False,9214
LOG-221672,5.0,In-Store,False,9215
LOG-251515,6.0,In-Store,False,9216
LOG-238317,1.0,Desktop,False,9217
LOG-227723,5.0,In-Store,False,9218
LOG-239688,7.0,Mobile,False,9219
LOG-250522,1.0,Mobile,False,9220
LOG-213475,4.0,App,False,9221
LOG-229794,3.0,In-Store,False,9222
LOG-242251,7.0,In-Store,False,9223
LOG-247095,7.0,Desktop,False,9224
LOG-230113,7.0,In-Store,False,9225
LOG-239528,3.0,App,False,9226
LOG-209441,,Desktop,False,9227
LOG-200208,5.0,Mobile,False,9228
LOG-218766,1.0,In-Store,False,9229
LOG-248236,3.0,App,False,9230
LOG-200547,6.0,Mobile,False,9231
LOG-251732,6.0,Desktop,False,9232
LOG-253406,10.0,In-Store,True,9233
LOG-246493,2.0,Mobile,False,9234
LOG-252392,8.0,Mobile,False,9235
LOG-239449,5.0,Mobile,False,9236
LOG-220163,3.0,In-Store,False,9237
LOG-237764,6.0,Mobile,False,9238
LOG-201387,1.0,Desktop,False,9239
LOG-247059,1.0,Desktop,False,9240
LOG-249127,9.0,Desktop,True,9241
LOG-223145,2.0,Desktop,False,9242
LOG-237160,7.0,Desktop,False,9243
LOG-239247,8.0,App,False,9244
LOG-245776,10.0,Mobile,True,9245
LOG-231425,8.0,Desktop,False,9246
LOG-217530,10.0,Desktop,True,9247
LOG-206366,10.0,Desktop,True,9248
LOG-247912,3.0,In-Store,False,9249
LOG-225781,3.0,In-Store,False,9250
LOG-202725,10.0,App,True,9251
LOG-222612,5.0,Mobile,False,9252
LOG-237489,3.0,Desktop,False,9253
LOG-213142,4.0,Mobile,False,9254
LOG-210259,2.0,Desktop,False,9255
LOG-212510,2.0,Desktop,False,9256
LOG-231338,5.0,Mobile,False,9257
LOG-226114,4.0,Desktop,False,9258
LOG-203301,1.0,App,False,9259
LOG-204570,1.0,Mobile,False,9260
LOG-212329,10.0,Desktop,True,9261
LOG-204409,7.0,Mobile,False,9262
LOG-254785,2.0,Mobile,False,9263
LOG-239962,1.0,Desktop,False,9264
LOG-214275,9.0,Desktop,True,9265
LOG-231872,2.0,Mobile,False,9266
LOG-208277,5.0,Desktop,False,9267
LOG-231009,7.0,In-Store,False,9268
LOG-200967,6.0,Mobile,False,9269
LOG-202064,3.0,App,False,9270
LOG-253511,1.0,Desktop,False,9271
LOG-240286,5.0,In-Store,False,9272
LOG-235440,5.0,App,False,9273
LOG-231287,5.0,Mobile,False,9274
LOG-253515,4.0,Desktop,False,9275
LOG-252933,5.0,In-Store,False,9276
LOG-208273,4.0,In-Store,False,9277
LOG-221415,4.0,Mobile,False,9278
LOG-211196,3.0,In-Store,False,9279
LOG-252918,6.0,App,False,9280
LOG-249028,6.0,App,False,9281
LOG-253474,1.0,Mobile,False,9282
LOG-243630,4.0,Desktop,False,9283
LOG-217340,2.0,In-Store,False,9284
LOG-239326,9.0,Desktop,True,9285
LOG-238264,10.0,App,True,9286
LOG-211452,9.0,Mobile,True,9287
LOG-241137,8.0,Desktop,False,9288
LOG-212393,1.0,Desktop,False,9289
LOG-219841,8.0,Desktop,False,9290
LOG-243430,2.0,In-Store,False,9291
LOG-241695,8.0,App,False,9292
LOG-243629,7.0,In-Store,False,9293
LOG-238381,10.0,App,True,9294
LOG-241775,10.0,Mobile,True,9295
LOG-254710,8.0,Desktop,False,9296
LOG-206023,8.0,In-Store,False,9297
LOG-216798,2.0,Desktop,False,9298
LOG-203602,2.0,Mobile,False,9299
LOG-253115,9.0,In-Store,True,9300
LOG-205884,3.0,Desktop,False,9301
LOG-212396,6.0,Mobile,False,9302
LOG-242330,5.0,In-Store,False,9303
LOG-212449,1.0,Desktop,False,9304
LOG-254085,2.0,App,False,9305
LOG-204300,2.0,Desktop,False,9306
LOG-220681,4.0,In-Store,False,9307
LOG-202218,6.0,Desktop,False,9308
LOG-243714,2.0,App,False,9309
LOG-236967,6.0,In-Store,False,9310
LOG-225023,10.0,Desktop,True,9311
LOG-207498,1.0,Mobile,False,9312
LOG-229752,2.0,App,False,9313
LOG-250348,2.0,In-Store,False,9314
LOG-213580,3.0,App,False,9315
LOG-232655,10.0,In-Store,True,9316
LOG-209231,6.0,App,False,9317
LOG-208403,8.0,In-Store,False,9318
LOG-210304,7.0,Mobile,False,9319
LOG-233391,4.0,Desktop,False,9320
LOG-214582,9.0,App,True,9321
LOG-246820,2.0,Mobile,False,9322
LOG-251052,2.0,Desktop,False,9323
LOG-236508,6.0,Mobile,False,9324
LOG-224477,3.0,Mobile,False,9325
LOG-251323,4.0,App,False,9326
LOG-249303,9.0,Mobile,True,9327
LOG-200983,1.0,App,False,9328
LOG-250833,10.0,In-Store,True,9329
LOG-229600,9.0,Desktop,True,9330
LOG-215808,10.0,App,True,9331
LOG-207879,10.0,In-Store,True,9332
LOG-230237,10.0,Desktop,True,9333
LOG-208284,10.0,App,True,9334
LOG-251900,10.0,App,True,9335
LOG-213453,10.0,App,True,9336
LOG-233638,8.0,App,False,9337
LOG-250098,1.0,In-Store,False,9338
LOG-215188,9.0,In-Store,True,9339
LOG-233593,2.0,Mobile,False,9340
LOG-249809,2.0,Mobile,False,9341
LOG-235447,8.0,In-Store,False,9342
LOG-219014,6.0,Desktop,False,9343
LOG-239932,3.0,App,False,9344
LOG-242014,1.0,In-Store,False,9345
LOG-222957,7.0,Desktop,False,9346
LOG-218978,4.0,Mobile,False,9347
LOG-203443,6.0,Desktop,False,9348
LOG-255101,7.0,App,False,9349
LOG-241905,1.0,Mobile,False,9350
LOG-228970,3.0,App,False,9351
LOG-251314,10.0,Mobile,True,9352
LOG-245621,7.0,App,False,9353
LOG-231615,6.0,Mobile,False,9354
LOG-210915,9.0,In-Store,True,9355
LOG-250683,2.0,App,False,9356
LOG-229468,6.0,Desktop,False,9357
LOG-254957,1.0,App,False,9358
LOG-237664,4.0,Mobile,False,9359
LOG-209859,2.0,In-Store,False,9360
LOG-221549,9.0,App,True,9361
LOG-251180,1.0,Mobile,False,9362
LOG-207102,9.0,Desktop,True,9363
LOG-232258,8.0,Mobile,False,9364
LOG-210104,7.0,App,False,9365
LOG-213737,9.0,App,True,9366
LOG-248777,1.0,Desktop,False,9367
LOG-240575,7.0,Mobile,False,9368
LOG-225452,4.0,In-Store,False,9369
LOG-233348,,Desktop,False,9370
LOG-253789,6.0,Mobile,False,9371
LOG-207583,8.0,Desktop,False,9372
LOG-253838,8.0,In-Store,False,9373
LOG-250247,4.0,Desktop,False,9374
LOG-241002,6.0,App,False,9375
LOG-212044,1.0,Mobile,False,9376
LOG-233059,1.0,App,False,9377
LOG-219800,3.0,App,False,9378
LOG-222081,1.0,Mobile,False,9379
LOG-228106,10.0,App,True,9380
LOG-251883,6.0,App,False,9381
LOG-220590,5.0,Desktop,False,9382
LOG-215358,6.0,In-Store,False,9383
LOG-251928,2.0,Desktop,False,9384
LOG-249686,3.0,Mobile,False,9385
LOG-241535,4.0,App,False,9386
LOG-246839,5.0,Desktop,False,9387
LOG-214603,8.0,App,False,9388
LOG-220907,7.0,App,False,9389
LOG-219246,6.0,App,False,9390
LOG-230914,5.0,App,False,9391
LOG-201519,3.0,App,False,9392
LOG-204119,1.0,Desktop,False,9393
LOG-206113,,Mobile,False,9394
LOG-217973,4.0,App,False,9395
LOG-249105,8.0,Mobile,False,9396
LOG-243444,10.0,App,True,9397
LOG-213458,4.0,Desktop,False,9398
LOG-242897,1.0,In-Store,False,9399
LOG-230855,8.0,App,False,9400
LOG-215990,4.0,Desktop,False,9401
LOG-233713,7.0,In-Store,False,9402
LOG-209652,4.0,App,False,9403
LOG-200790,2.0,Desktop,False,9404
LOG-239075,10.0,Mobile,True,9405
LOG-227148,1.0,App,False,9406
LOG-204447,1.0,In-Store,False,9407
LOG-243209,3.0,Mobile,False,9408
LOG-248758,10.0,Desktop,True,9409
LOG-247170,8.0,App,False,9410
LOG-237973,2.0,Mobile,False,9411
LOG-253289,7.0,Desktop,False,9412
LOG-237937,4.0,Desktop,False,9413
LOG-252967,3.0,Desktop,False,9414
LOG-236547,2.0,Desktop,False,9415
LOG-208115,5.0,Mobile,False,9416
LOG-253654,8.0,In-Store,False,9417
LOG-254983,6.0,Desktop,False,9418
LOG-214958,1.0,In-Store,False,9419
LOG-249669,6.0,Mobile,False,9420
LOG-220543,2.0,Desktop,False,9421
LOG-246580,9.0,Desktop,True,9422
LOG-201285,6.0,In-Store,False,9423
LOG-241259,3.0,Desktop,False,9424
LOG-205817,10.0,App,True,9425
LOG-216314,,App,False,9426
LOG-243921,10.0,Mobile,True,9427
LOG-201346,2.0,Desktop,False,9428
LOG-252480,2.0,In-Store,False,9429
LOG-255248,3.0,In-Store,False,9430
LOG-208393,1.0,In-Store,False,9431
LOG-222475,5.0,App,False,9432
LOG-246066,10.0,Desktop,True,9433
LOG-228609,8.0,In-Store,False,9434
LOG-238540,1.0,In-Store,False,9435
LOG-210352,6.0,App,False,9436
LOG-247626,6.0,Mobile,False,9437
LOG-247120,4.0,Desktop,False,9438
LOG-205889,8.0,Desktop,False,9439
LOG-216375,3.0,Desktop,False,9440
LOG-203426,,App,False,9441
LOG-245278,7.0,In-Store,False,9442
LOG-243058,7.0,Desktop,False,9443
LOG-213447,6.0,In-Store,False,9444
LOG-225630,2.0,Mobile,False,9445
LOG-226320,8.0,In-Store,False,9446
LOG-206951,8.0,In-Store,False,9447
LOG-226123,10.0,Mobile,True,9448
LOG-208832,3.0,In-Store,False,9449
LOG-234202,4.0,In-Store,False,9450
LOG-221005,5.0,In-Store,False,9451
LOG-218546,6.0,App,False,9452
LOG-218601,10.0,App,True,9453
LOG-221201,,Mobile,False,9454
LOG-254857,7.0,Mobile,False,9455
LOG-243524,7.0,In-Store,False,9456
LOG-214232,8.0,Desktop,False,9457
LOG-249192,2.0,App,False,9458
LOG-224341,7.0,Mobile,False,9459
LOG-208462,9.0,App,True,9460
LOG-227539,2.0,Desktop,False,9461
LOG-232474,3.0,Desktop,False,9462
LOG-223493,8.0,Desktop,False,9463
LOG-224708,4.0,Mobile,False,9464
LOG-249608,1.0,App,False,9465
LOG-242119,1.0,App,False,9466
LOG-235437,7.0,Desktop,False,9467
LOG-208533,3.0,In-Store,False,9468
LOG-219943,3.0,App,False,9469
LOG-241274,7.0,Desktop,False,9470
LOG-227421,3.0,Mobile,False,9471
LOG-249333,6.0,In-Store,False,9472
LOG-254610,8.0,App,False,9473
LOG-208017,9.0,In-Store,True,9474
LOG-235527,1.0,Mobile,False,9475
LOG-243970,6.0,App,False,9476
LOG-247323,,App,False,9477
LOG-243477,6.0,Mobile,False,9478
LOG-246731,10.0,Mobile,True,9479
LOG-246237,4.0,In-Store,False,9480
LOG-234694,5.0,Desktop,False,9481
LOG-232210,10.0,In-Store,True,9482
LOG-216939,8.0,Mobile,False,9483
LOG-205012,2.0,App,False,9484
LOG-254260,3.0,Desktop,False,9485
LOG-203870,3.0,App,False,9486
LOG-206575,5.0,Desktop,False,9487
LOG-240755,8.0,In-Store,False,9488
LOG-252851,5.0,App,False,9489
LOG-200396,4.0,Desktop,False,9490
LOG-204558,8.0,Mobile,False,9491
LOG-200083,5.0,Desktop,False,9492
LOG-252142,4.0,Mobile,False,9493
LOG-224083,7.0,App,False,9494
LOG-251034,4.0,Mobile,False,9495
LOG-231501,4.0,Desktop,False,9496
LOG-248717,7.0,Mobile,False,9497
LOG-218044,6.0,In-Store,False,9498
LOG-238946,6.0,App,False,9499
LOG-228396,7.0,App,False,9500
LOG-219584,3.0,In-Store,False,9501
LOG-254667,2.0,Mobile,False,9502
LOG-254650,5.0,Desktop,False,9503
LOG-201435,,Desktop,False,9504
LOG-243614,3.0,App,False,9505
LOG-213070,2.0,Desktop,False,9506
LOG-241231,2.0,App,False,9507
LOG-213164,1.0,App,False,9508
LOG-205562,9.0,Mobile,True,9509
LOG-224331,9.0,In-Store,True,9510
LOG-245665,6.0,Desktop,False,9511
LOG-252152,4.0,App,False,9512
LOG-207724,2.0,Desktop,False,9513
LOG-252709,9.0,Mobile,True,9514
LOG-202296,5.0,In-Store,False,9515
LOG-243136,2.0,In-Store,False,9516
LOG-252477,7.0,App,False,9517
LOG-244136,6.0,Desktop,False,9518
LOG-217626,7.0,In-Store,False,9519
LOG-222517,2.0,In-Store,False,9520
LOG-224491,2.0,Mobile,False,9521
LOG-216329,3.0,Mobile,False,9522
LOG-229137,6.0,Desktop,False,9523
LOG-225759,2.0,Mobile,False,9524
LOG-214623,1.0,Mobile,False,9525
LOG-235829,10.0,In-Store,True,9526
LOG-231862,4.0,In-Store,False,9527
LOG-218829,7.0,In-Store,False,9528
LOG-234358,8.0,Mobile,False,9529
LOG-216040,7.0,App,False,9530
LOG-246619,5.0,Mobile,False,9531
LOG-212024,3.0,App,False,9532
LOG-219498,8.0,Desktop,False,9533
LOG-251630,8.0,Mobile,False,9534
LOG-201719,4.0,In-Store,False,9535
LOG-208757,1.0,Mobile,False,9536
LOG-243497,8.0,Desktop,False,9537
LOG-253449,5.0,In-Store,False,9538
LOG-229876,6.0,Desktop,False,9539
LOG-207802,1.0,App,False,9540
LOG-228096,6.0,Desktop,False,9541
LOG-241014,9.0,In-Store,True,9542
LOG-209333,6.0,App,False,9543
LOG-210249,3.0,Desktop,False,9544
LOG-201608,2.0,App,False,9545
LOG-223574,6.0,App,False,9546
LOG-232429,8.0,Mobile,False,9547
LOG-223810,7.0,In-Store,False,9548
LOG-243110,1.0,In-Store,False,9549
LOG-200960,1.0,Mobile,False,9550
LOG-208266,6.0,Mobile,False,9551
LOG-242340,9.0,In-Store,True,9552
LOG-219678,9.0,Desktop,True,9553
LOG-244455,8.0,App,False,9554
LOG-220688,6.0,Mobile,False,9555
LOG-200999,8.0,Desktop,False,9556
LOG-213292,9.0,Mobile,True,9557
LOG-238817,2.0,Mobile,False,9558
LOG-239019,1.0,Desktop,False,9559
LOG-206441,9.0,Mobile,True,9560
LOG-240484,7.0,In-Store,False,9561
LOG-203339,10.0,In-Store,True,9562
LOG-225914,5.0,Desktop,False,9563
LOG-240463,1.0,Mobile,False,9564
LOG-200975,8.0,Mobile,False,9565
LOG-216149,5.0,Mobile,False,9566
LOG-201572,7.0,Desktop,False,9567
LOG-202781,10.0,Desktop,True,9568
LOG-254654,6.0,Desktop,False,9569
LOG-226029,7.0,In-Store,False,9570
LOG-207545,8.0,App,False,9571
LOG-231313,10.0,App,True,9572
LOG-246742,6.0,Desktop,False,9573
LOG-248679,9.0,Desktop,True,9574
LOG-211013,5.0,Mobile,False,9575
LOG-251985,6.0,In-Store,False,9576
LOG-237322,3.0,Mobile,False,9577
LOG-254808,1.0,In-Store,False,9578
LOG-225346,6.0,App,False,9579
LOG-212687,9.0,In-Store,True,9580
LOG-213818,2.0,In-Store,False,9581
LOG-208371,10.0,Desktop,True,9582
LOG-201505,7.0,Desktop,False,9583
LOG-247836,9.0,Mobile,True,9584
LOG-205557,3.0,Desktop,False,9585
LOG-251673,5.0,Desktop,False,9586
LOG-226312,10.0,In-Store,True,9587
LOG-253331,10.0,In-Store,True,9588
LOG-235171,7.0,In-Store,False,9589
LOG-238945,3.0,App,False,9590
LOG-241262,5.0,In-Store,False,9591
LOG-220823,10.0,Desktop,True,9592
LOG-217691,7.0,App,False,9593
LOG-211190,4.0,Desktop,False,9594
LOG-225184,5.0,Desktop,False,9595
LOG-248207,1.0,App,False,9596
LOG-215210,3.0,App,False,9597
LOG-220022,2.0,Mobile,False,9598
LOG-203296,4.0,Desktop,False,9599
LOG-227914,4.0,Mobile,False,9600
LOG-214855,1.0,Desktop,False,9601
LOG-219967,3.0,Desktop,False,9602
LOG-250261,9.0,In-Store,True,9603
LOG-226653,8.0,Mobile,False,9604
LOG-244529,7.0,In-Store,False,9605
LOG-225211,5.0,Desktop,False,9606
LOG-200634,10.0,App,True,9607
LOG-207626,8.0,In-Store,False,9608
LOG-239998,10.0,Mobile,True,9609
LOG-211429,3.0,Mobile,False,9610
LOG-238824,6.0,In-Store,False,9611
LOG-201855,7.0,App,False,9612
LOG-219676,1.0,App,False,9613
LOG-236038,,App,False,9614
LOG-254011,5.0,Desktop,False,9615
LOG-237445,7.0,In-Store,False,9616
LOG-222863,7.0,Mobile,False,9617
LOG-232163,,App,False,9618
LOG-236279,5.0,In-Store,False,9619
LOG-232126,7.0,App,False,9620
LOG-228921,3.0,App,False,9621
LOG-223973,9.0,Mobile,True,9622
LOG-243004,2.0,Desktop,False,9623
LOG-217311,1.0,Desktop,False,9624
LOG-212453,4.0,Desktop,False,9625
LOG-203502,4.0,In-Store,False,9626
LOG-202601,2.0,Mobile,False,9627
LOG-200062,8.0,Mobile,False,9628
LOG-218681,4.0,In-Store,False,9629
LOG-218648,6.0,Desktop,False,9630
LOG-208865,4.0,Desktop,False,9631
LOG-246455,5.0,App,False,9632
LOG-218534,,App,False,9633
LOG-212541,2.0,Mobile,False,9634
LOG-247797,4.0,Mobile,False,9635
LOG-247512,7.0,Mobile,False,9636
LOG-229780,8.0,Mobile,False,9637
LOG-224991,2.0,Mobile,False,9638
LOG-238241,5.0,App,False,9639
LOG-252610,5.0,Mobile,False,9640
LOG-241314,5.0,Desktop,False,9641
LOG-245366,6.0,Mobile,False,9642
LOG-228233,7.0,App,False,9643
LOG-219469,2.0,In-Store,False,9644
LOG-203042,,Desktop,False,9645
LOG-217285,7.0,App,False,9646
LOG-252842,5.0,Desktop,False,9647
LOG-248250,3.0,Mobile,False,9648
LOG-229396,,App,False,9649
LOG-205829,4.0,In-Store,False,9650
