Transaction_ID,Logistics_Key,Channel,Processing_Time_Days,Alert_Type
TXN-135748,19,Desktop,10.0,PROCESSING_DELAY_P90
TXN-136216,6621,App,10.0,PROCESSING_DELAY_P90
TXN-131749,6625,Desktop,10.0,PROCESSING_DELAY_P90
TXN-100012,19,App,9.0,PROCESSING_DELAY_P90
TXN-108279,19,In-Store,9.0,PROCESSING_DELAY_P90
TXN-143123,6642,App,10.0,PROCESSING_DELAY_P90
TXN-154674,6645,Desktop,10.0,PROCESSING_DELAY_P90
TXN-126705,6647,App,10.0,PROCESSING_DELAY_P90
TXN-143466,6657,Mobile,10.0,PROCESSING_DELAY_P90
TXN-122599,6661,Mobile,9.0,PROCESSING_DELAY_P90
TXN-120400,6665,App,9.0,PROCESSING_DELAY_P90
TXN-111454,6674,Desktop,10.0,PROCESSING_DELAY_P90
TXN-103158,6678,Desktop,9.0,PROCESSING_DELAY_P90
TXN-152013,19,Mobile,10.0,PROCESSING_DELAY_P90
TXN-109866,6679,Mobile,9.0,PROCESSING_DELAY_P90
TXN-148880,6681,Desktop,10.0,PROCESSING_DELAY_P90
TXN-137239,6682,Mobile,9.0,PROCESSING_DELAY_P90
TXN-114994,6690,Desktop,10.0,PROCESSING_DELAY_P90
TXN-111020,6694,Mobile,9.0,PROCESSING_DELAY_P90
TXN-122340,6696,Mobile,9.0,PROCESSING_DELAY_P90
TXN-142278,6703,App,9.0,PROCESSING_DELAY_P90
TXN-117110,6710,Mobile,9.0,PROCESSING_DELAY_P90
TXN-144701,6715,Mobile,9.0,PROCESSING_DELAY_P90
TXN-124050,6716,In-Store,9.0,PROCESSING_DELAY_P90
TXN-133367,6717,Mobile,9.0,PROCESSING_DELAY_P90
TXN-134138,6721,App,9.0,PROCESSING_DELAY_P90
TXN-131243,6731,In-Store,10.0,PROCESSING_DELAY_P90
TXN-103442,19,Desktop,10.0,PROCESSING_DELAY_P90
TXN-127678,6742,In-Store,9.0,PROCESSING_DELAY_P90
TXN-103595,6746,App,9.0,PROCESSING_DELAY_P90
TXN-153133,6749,App,9.0,PROCESSING_DELAY_P90
TXN-110078,6750,In-Store,9.0,PROCESSING_DELAY_P90
TXN-125892,6752,App,10.0,PROCESSING_DELAY_P90
TXN-110856,6759,Desktop,10.0,PROCESSING_DELAY_P90
TXN-126573,6760,Mobile,9.0,PROCESSING_DELAY_P90
TXN-151595,6765,In-Store,9.0,PROCESSING_DELAY_P90
TXN-151851,6773,In-Store,9.0,PROCESSING_DELAY_P90
TXN-146745,6789,Desktop,10.0,PROCESSING_DELAY_P90
TXN-117463,19,App,9.0,PROCESSING_DELAY_P90
TXN-120772,6792,Desktop,9.0,PROCESSING_DELAY_P90
TXN-135132,6799,Desktop,10.0,PROCESSING_DELAY_P90
TXN-131515,6801,Mobile,10.0,PROCESSING_DELAY_P90
TXN-152615,6805,Mobile,9.0,PROCESSING_DELAY_P90
TXN-131786,6811,In-Store,9.0,PROCESSING_DELAY_P90
TXN-149664,6812,Desktop,9.0,PROCESSING_DELAY_P90
TXN-140291,6823,Desktop,9.0,PROCESSING_DELAY_P90
TXN-147565,6825,App,9.0,PROCESSING_DELAY_P90
TXN-111456,6826,In-Store,10.0,PROCESSING_DELAY_P90
TXN-144509,6829,App,10.0,PROCESSING_DELAY_P90
TXN-101221,6838,App,10.0,PROCESSING_DELAY_P90
TXN-144625,6848,In-Store,9.0,PROCESSING_DELAY_P90
TXN-112847,6851,Desktop,10.0,PROCESSING_DELAY_P90
TXN-105081,6858,Mobile,10.0,PROCESSING_DELAY_P90
TXN-120051,6863,In-Store,10.0,PROCESSING_DELAY_P90
TXN-131094,6865,Mobile,10.0,PROCESSING_DELAY_P90
TXN-147969,19,App,10.0,PROCESSING_DELAY_P90
TXN-102149,6878,In-Store,9.0,PROCESSING_DELAY_P90
TXN-108982,6883,Mobile,9.0,PROCESSING_DELAY_P90
TXN-138376,6911,Desktop,10.0,PROCESSING_DELAY_P90
TXN-154367,6912,In-Store,9.0,PROCESSING_DELAY_P90
TXN-123599,6913,App,9.0,PROCESSING_DELAY_P90
TXN-123706,6916,In-Store,10.0,PROCESSING_DELAY_P90
TXN-116455,19,In-Store,9.0,PROCESSING_DELAY_P90
TXN-130268,6929,Desktop,10.0,PROCESSING_DELAY_P90
TXN-124617,6931,App,10.0,PROCESSING_DELAY_P90
TXN-102385,6939,Desktop,10.0,PROCESSING_DELAY_P90
TXN-153980,6940,Mobile,9.0,PROCESSING_DELAY_P90
TXN-107983,19,Desktop,9.0,PROCESSING_DELAY_P90
TXN-142570,6944,App,10.0,PROCESSING_DELAY_P90
TXN-100237,6947,App,9.0,PROCESSING_DELAY_P90
TXN-124638,6956,In-Store,10.0,PROCESSING_DELAY_P90
TXN-142455,6959,Desktop,10.0,PROCESSING_DELAY_P90
TXN-131440,6961,Desktop,10.0,PROCESSING_DELAY_P90
TXN-142993,19,Desktop,9.0,PROCESSING_DELAY_P90
TXN-123737,6964,Mobile,10.0,PROCESSING_DELAY_P90
TXN-138934,6972,Desktop,9.0,PROCESSING_DELAY_P90
TXN-136746,6975,App,10.0,PROCESSING_DELAY_P90
TXN-138835,6978,Desktop,9.0,PROCESSING_DELAY_P90
TXN-125687,6981,Desktop,10.0,PROCESSING_DELAY_P90
TXN-134779,6995,Mobile,10.0,PROCESSING_DELAY_P90
TXN-137656,6996,Mobile,9.0,PROCESSING_DELAY_P90
TXN-135526,7001,In-Store,10.0,PROCESSING_DELAY_P90
TXN-113684,7004,App,9.0,PROCESSING_DELAY_P90
TXN-112319,7006,Desktop,10.0,PROCESSING_DELAY_P90
TXN-128161,7015,Mobile,10.0,PROCESSING_DELAY_P90
TXN-123993,7026,Mobile,9.0,PROCESSING_DELAY_P90
TXN-125761,7027,In-Store,9.0,PROCESSING_DELAY_P90
TXN-105988,7028,Desktop,10.0,PROCESSING_DELAY_P90
TXN-152276,7036,In-Store,9.0,PROCESSING_DELAY_P90
TXN-146325,19,Desktop,10.0,PROCESSING_DELAY_P90
TXN-122726,7051,In-Store,9.0,PROCESSING_DELAY_P90
TXN-137318,7073,Desktop,9.0,PROCESSING_DELAY_P90
TXN-154758,7091,Desktop,10.0,PROCESSING_DELAY_P90
TXN-107912,7092,Desktop,9.0,PROCESSING_DELAY_P90
TXN-117645,7093,Mobile,9.0,PROCESSING_DELAY_P90
TXN-149548,7094,Desktop,9.0,PROCESSING_DELAY_P90
TXN-102983,7097,Mobile,9.0,PROCESSING_DELAY_P90
TXN-116567,7106,Desktop,10.0,PROCESSING_DELAY_P90
TXN-142109,7107,App,9.0,PROCESSING_DELAY_P90
TXN-118840,7110,Mobile,10.0,PROCESSING_DELAY_P90
TXN-112335,7116,In-Store,10.0,PROCESSING_DELAY_P90
TXN-135466,7133,Desktop,9.0,PROCESSING_DELAY_P90
TXN-143212,7143,In-Store,10.0,PROCESSING_DELAY_P90
TXN-122328,7148,App,10.0,PROCESSING_DELAY_P90
TXN-149299,7152,Desktop,9.0,PROCESSING_DELAY_P90
TXN-117030,7160,Desktop,10.0,PROCESSING_DELAY_P90
TXN-136976,7167,In-Store,10.0,PROCESSING_DELAY_P90
TXN-141503,7168,Desktop,9.0,PROCESSING_DELAY_P90
TXN-127897,7179,Desktop,10.0,PROCESSING_DELAY_P90
TXN-114889,7182,Desktop,10.0,PROCESSING_DELAY_P90
TXN-105112,7188,In-Store,10.0,PROCESSING_DELAY_P90
TXN-126680,7192,Desktop,9.0,PROCESSING_DELAY_P90
TXN-114331,7194,In-Store,9.0,PROCESSING_DELAY_P90
TXN-102451,7205,Mobile,10.0,PROCESSING_DELAY_P90
TXN-146972,7208,In-Store,10.0,PROCESSING_DELAY_P90
TXN-124538,7220,In-Store,9.0,PROCESSING_DELAY_P90
TXN-146734,7225,Desktop,10.0,PROCESSING_DELAY_P90
TXN-135889,7240,App,10.0,PROCESSING_DELAY_P90
TXN-143117,7246,App,10.0,PROCESSING_DELAY_P90
TXN-115039,7248,In-Store,10.0,PROCESSING_DELAY_P90
TXN-113993,7249,App,10.0,PROCESSING_DELAY_P90
TXN-143568,7250,In-Store,9.0,PROCESSING_DELAY_P90
TXN-130201,7258,App,9.0,PROCESSING_DELAY_P90
TXN-100482,7264,In-Store,10.0,PROCESSING_DELAY_P90
TXN-145684,19,App,9.0,PROCESSING_DELAY_P90
TXN-146111,7284,App,9.0,PROCESSING_DELAY_P90
TXN-125951,7291,In-Store,10.0,PROCESSING_DELAY_P90
TXN-150748,7292,In-Store,9.0,PROCESSING_DELAY_P90
TXN-135991,7304,Mobile,10.0,PROCESSING_DELAY_P90
TXN-141874,7306,In-Store,10.0,PROCESSING_DELAY_P90
TXN-119209,7308,Mobile,10.0,PROCESSING_DELAY_P90
TXN-142211,7310,Desktop,10.0,PROCESSING_DELAY_P90
TXN-132299,7325,App,10.0,PROCESSING_DELAY_P90
TXN-114394,7327,App,10.0,PROCESSING_DELAY_P90
TXN-145127,7344,Desktop,10.0,PROCESSING_DELAY_P90
TXN-104753,7347,App,9.0,PROCESSING_DELAY_P90
TXN-154963,7354,Mobile,9.0,PROCESSING_DELAY_P90
TXN-141182,7359,Desktop,10.0,PROCESSING_DELAY_P90
TXN-119200,7362,Desktop,10.0,PROCESSING_DELAY_P90
TXN-144091,7365,Desktop,10.0,PROCESSING_DELAY_P90
TXN-119101,7366,In-Store,10.0,PROCESSING_DELAY_P90
TXN-133742,7368,In-Store,10.0,PROCESSING_DELAY_P90
TXN-116166,7375,Mobile,9.0,PROCESSING_DELAY_P90
TXN-120027,7377,Mobile,10.0,PROCESSING_DELAY_P90
TXN-120256,7380,Desktop,10.0,PROCESSING_DELAY_P90
TXN-114488,7384,Desktop,10.0,PROCESSING_DELAY_P90
TXN-132249,7387,Mobile,9.0,PROCESSING_DELAY_P90
TXN-149843,7390,Desktop,9.0,PROCESSING_DELAY_P90
TXN-120506,19,Mobile,10.0,PROCESSING_DELAY_P90
TXN-128057,7393,Desktop,10.0,PROCESSING_DELAY_P90
TXN-109962,7398,App,9.0,PROCESSING_DELAY_P90
TXN-155063,7406,Mobile,10.0,PROCESSING_DELAY_P90
TXN-145937,7408,Mobile,9.0,PROCESSING_DELAY_P90
TXN-104551,7413,In-Store,9.0,PROCESSING_DELAY_P90
TXN-103098,7416,Desktop,9.0,PROCESSING_DELAY_P90
TXN-125971,7419,Desktop,9.0,PROCESSING_DELAY_P90
TXN-107138,7421,App,9.0,PROCESSING_DELAY_P90
TXN-108282,7434,App,9.0,PROCESSING_DELAY_P90
TXN-101891,7435,App,10.0,PROCESSING_DELAY_P90
TXN-100263,19,In-Store,10.0,PROCESSING_DELAY_P90
TXN-117290,19,In-Store,9.0,PROCESSING_DELAY_P90
TXN-119908,7457,App,10.0,PROCESSING_DELAY_P90
TXN-133447,7467,Desktop,9.0,PROCESSING_DELAY_P90
TXN-118061,7471,Desktop,9.0,PROCESSING_DELAY_P90
TXN-145738,7489,Mobile,9.0,PROCESSING_DELAY_P90
TXN-119664,7491,App,10.0,PROCESSING_DELAY_P90
TXN-115176,7497,Desktop,9.0,PROCESSING_DELAY_P90
TXN-114831,7499,App,10.0,PROCESSING_DELAY_P90
TXN-121988,7501,Mobile,10.0,PROCESSING_DELAY_P90
TXN-117605,7503,Mobile,9.0,PROCESSING_DELAY_P90
TXN-146429,7505,Mobile,9.0,PROCESSING_DELAY_P90
TXN-123653,19,In-Store,9.0,PROCESSING_DELAY_P90
TXN-103587,7506,App,9.0,PROCESSING_DELAY_P90
TXN-146049,7508,Mobile,9.0,PROCESSING_DELAY_P90
TXN-140178,7512,Mobile,10.0,PROCESSING_DELAY_P90
TXN-154286,7514,Desktop,9.0,PROCESSING_DELAY_P90
TXN-141703,7517,Desktop,10.0,PROCESSING_DELAY_P90
TXN-135569,7518,Mobile,10.0,PROCESSING_DELAY_P90
TXN-143542,7521,In-Store,10.0,PROCESSING_DELAY_P90
TXN-132351,7523,In-Store,9.0,PROCESSING_DELAY_P90
TXN-120530,7529,Desktop,9.0,PROCESSING_DELAY_P90
TXN-107834,7531,Mobile,10.0,PROCESSING_DELAY_P90
TXN-136977,7533,App,9.0,PROCESSING_DELAY_P90
TXN-108262,7538,Desktop,10.0,PROCESSING_DELAY_P90
TXN-100282,7539,Desktop,9.0,PROCESSING_DELAY_P90
TXN-145442,7540,Desktop,9.0,PROCESSING_DELAY_P90
TXN-123508,7547,App,10.0,PROCESSING_DELAY_P90
TXN-149366,7555,App,9.0,PROCESSING_DELAY_P90
TXN-153445,7571,App,9.0,PROCESSING_DELAY_P90
TXN-134832,7577,In-Store,10.0,PROCESSING_DELAY_P90
TXN-135015,7578,In-Store,10.0,PROCESSING_DELAY_P90
TXN-114268,7585,In-Store,9.0,PROCESSING_DELAY_P90
TXN-122497,7586,Desktop,10.0,PROCESSING_DELAY_P90
TXN-115281,7603,App,10.0,PROCESSING_DELAY_P90
TXN-103396,7605,Mobile,10.0,PROCESSING_DELAY_P90
TXN-111117,7608,Mobile,9.0,PROCESSING_DELAY_P90
TXN-100165,7609,App,9.0,PROCESSING_DELAY_P90
TXN-133704,7621,Mobile,9.0,PROCESSING_DELAY_P90
TXN-133501,7628,Mobile,10.0,PROCESSING_DELAY_P90
TXN-105622,7636,Mobile,10.0,PROCESSING_DELAY_P90
TXN-125726,7637,Desktop,10.0,PROCESSING_DELAY_P90
TXN-135570,19,App,9.0,PROCESSING_DELAY_P90
TXN-102649,7643,App,9.0,PROCESSING_DELAY_P90
TXN-104313,7653,App,9.0,PROCESSING_DELAY_P90
TXN-112227,7662,Mobile,9.0,PROCESSING_DELAY_P90
TXN-123458,7663,App,10.0,PROCESSING_DELAY_P90
TXN-146407,7677,In-Store,9.0,PROCESSING_DELAY_P90
TXN-151661,7682,App,10.0,PROCESSING_DELAY_P90
TXN-116656,7694,In-Store,9.0,PROCESSING_DELAY_P90
TXN-120052,19,Desktop,9.0,PROCESSING_DELAY_P90
TXN-147755,7707,App,9.0,PROCESSING_DELAY_P90
TXN-146929,7709,In-Store,9.0,PROCESSING_DELAY_P90
TXN-115058,7715,Mobile,9.0,PROCESSING_DELAY_P90
TXN-112234,19,In-Store,9.0,PROCESSING_DELAY_P90
TXN-108773,7720,App,10.0,PROCESSING_DELAY_P90
TXN-147728,7722,Mobile,9.0,PROCESSING_DELAY_P90
TXN-153571,7726,In-Store,10.0,PROCESSING_DELAY_P90
TXN-154833,7734,Mobile,10.0,PROCESSING_DELAY_P90
TXN-143021,7735,App,10.0,PROCESSING_DELAY_P90
TXN-122675,7737,App,9.0,PROCESSING_DELAY_P90
TXN-106905,7738,Mobile,10.0,PROCESSING_DELAY_P90
TXN-106453,7739,Desktop,10.0,PROCESSING_DELAY_P90
TXN-102812,7741,Desktop,10.0,PROCESSING_DELAY_P90
TXN-116053,7747,App,9.0,PROCESSING_DELAY_P90
TXN-139061,19,App,10.0,PROCESSING_DELAY_P90
TXN-106849,7753,In-Store,9.0,PROCESSING_DELAY_P90
TXN-133495,7756,In-Store,9.0,PROCESSING_DELAY_P90
TXN-110647,7761,In-Store,10.0,PROCESSING_DELAY_P90
TXN-124306,7772,Desktop,10.0,PROCESSING_DELAY_P90
TXN-124505,7774,In-Store,10.0,PROCESSING_DELAY_P90
TXN-141641,7780,App,9.0,PROCESSING_DELAY_P90
TXN-145038,7781,App,9.0,PROCESSING_DELAY_P90
TXN-146491,7782,Mobile,10.0,PROCESSING_DELAY_P90
TXN-117324,7793,In-Store,9.0,PROCESSING_DELAY_P90
TXN-140098,7807,App,9.0,PROCESSING_DELAY_P90
TXN-140142,7808,Mobile,10.0,PROCESSING_DELAY_P90
TXN-100821,7809,In-Store,9.0,PROCESSING_DELAY_P90
TXN-138234,7811,Mobile,9.0,PROCESSING_DELAY_P90
TXN-102239,7813,In-Store,10.0,PROCESSING_DELAY_P90
TXN-131271,7815,Mobile,9.0,PROCESSING_DELAY_P90
TXN-117563,7821,App,10.0,PROCESSING_DELAY_P90
TXN-147481,7827,Desktop,10.0,PROCESSING_DELAY_P90
TXN-119047,7832,App,10.0,PROCESSING_DELAY_P90
TXN-100815,7842,App,10.0,PROCESSING_DELAY_P90
TXN-101186,7844,In-Store,10.0,PROCESSING_DELAY_P90
TXN-105776,7845,In-Store,9.0,PROCESSING_DELAY_P90
TXN-152688,7859,In-Store,9.0,PROCESSING_DELAY_P90
TXN-100980,7865,Desktop,10.0,PROCESSING_DELAY_P90
TXN-113831,7868,Mobile,9.0,PROCESSING_DELAY_P90
TXN-154979,7871,Mobile,10.0,PROCESSING_DELAY_P90
TXN-124646,7873,In-Store,9.0,PROCESSING_DELAY_P90
TXN-144131,7875,Mobile,9.0,PROCESSING_DELAY_P90
TXN-104158,7879,Desktop,10.0,PROCESSING_DELAY_P90
TXN-143353,7884,Desktop,10.0,PROCESSING_DELAY_P90
TXN-131256,7889,In-Store,10.0,PROCESSING_DELAY_P90
TXN-139669,7894,App,10.0,PROCESSING_DELAY_P90
TXN-150716,7897,App,9.0,PROCESSING_DELAY_P90
TXN-146822,7903,Desktop,9.0,PROCESSING_DELAY_P90
TXN-150792,7904,App,9.0,PROCESSING_DELAY_P90
TXN-105883,7906,App,9.0,PROCESSING_DELAY_P90
TXN-131595,7909,Desktop,9.0,PROCESSING_DELAY_P90
TXN-145240,7910,App,10.0,PROCESSING_DELAY_P90
TXN-130987,7921,App,9.0,PROCESSING_DELAY_P90
TXN-109451,7928,Mobile,9.0,PROCESSING_DELAY_P90
TXN-118372,7932,Mobile,10.0,PROCESSING_DELAY_P90
TXN-147528,7934,In-Store,10.0,PROCESSING_DELAY_P90
TXN-139314,7952,Mobile,10.0,PROCESSING_DELAY_P90
TXN-116793,7957,In-Store,10.0,PROCESSING_DELAY_P90
TXN-127121,7958,Desktop,9.0,PROCESSING_DELAY_P90
TXN-104631,7969,In-Store,10.0,PROCESSING_DELAY_P90
TXN-132579,7972,App,10.0,PROCESSING_DELAY_P90
TXN-153153,7973,App,9.0,PROCESSING_DELAY_P90
TXN-120454,7975,In-Store,10.0,PROCESSING_DELAY_P90
TXN-106867,7979,In-Store,10.0,PROCESSING_DELAY_P90
TXN-119998,7982,Mobile,10.0,PROCESSING_DELAY_P90
TXN-106215,8005,Mobile,9.0,PROCESSING_DELAY_P90
TXN-100492,8013,Desktop,10.0,PROCESSING_DELAY_P90
TXN-107563,8014,App,9.0,PROCESSING_DELAY_P90
TXN-101616,8015,In-Store,10.0,PROCESSING_DELAY_P90
TXN-122926,8019,Desktop,9.0,PROCESSING_DELAY_P90
TXN-143726,8028,In-Store,9.0,PROCESSING_DELAY_P90
TXN-143999,8034,Mobile,9.0,PROCESSING_DELAY_P90
TXN-125638,8038,App,9.0,PROCESSING_DELAY_P90
TXN-128482,8040,App,9.0,PROCESSING_DELAY_P90
TXN-112212,8043,Desktop,10.0,PROCESSING_DELAY_P90
TXN-154393,19,Desktop,10.0,PROCESSING_DELAY_P90
TXN-144022,8050,Desktop,10.0,PROCESSING_DELAY_P90
TXN-135231,8051,App,9.0,PROCESSING_DELAY_P90
TXN-105390,8060,In-Store,10.0,PROCESSING_DELAY_P90
TXN-123109,8070,App,9.0,PROCESSING_DELAY_P90
TXN-119576,8084,Desktop,10.0,PROCESSING_DELAY_P90
TXN-119106,8087,App,9.0,PROCESSING_DELAY_P90
TXN-124515,8088,App,10.0,PROCESSING_DELAY_P90
TXN-115531,8096,Mobile,9.0,PROCESSING_DELAY_P90
TXN-134622,8100,App,9.0,PROCESSING_DELAY_P90
TXN-146031,8105,In-Store,9.0,PROCESSING_DELAY_P90
TXN-152470,8108,App,10.0,PROCESSING_DELAY_P90
TXN-110418,8116,In-Store,9.0,PROCESSING_DELAY_P90
TXN-113496,8128,App,10.0,PROCESSING_DELAY_P90
TXN-106122,8138,Desktop,9.0,PROCESSING_DELAY_P90
TXN-107555,8140,Desktop,10.0,PROCESSING_DELAY_P90
TXN-111137,8150,Desktop,10.0,PROCESSING_DELAY_P90
TXN-107459,8167,In-Store,9.0,PROCESSING_DELAY_P90
TXN-100284,8179,Mobile,9.0,PROCESSING_DELAY_P90
TXN-113906,8185,Mobile,9.0,PROCESSING_DELAY_P90
TXN-147638,8189,App,10.0,PROCESSING_DELAY_P90
TXN-116229,8190,App,10.0,PROCESSING_DELAY_P90
TXN-117779,8196,Desktop,10.0,PROCESSING_DELAY_P90
TXN-119578,8198,App,9.0,PROCESSING_DELAY_P90
TXN-137456,8200,In-Store,10.0,PROCESSING_DELAY_P90
TXN-145766,8202,App,10.0,PROCESSING_DELAY_P90
TXN-121685,8206,In-Store,10.0,PROCESSING_DELAY_P90
TXN-123558,8208,In-Store,10.0,PROCESSING_DELAY_P90
TXN-123871,8215,App,10.0,PROCESSING_DELAY_P90
TXN-116078,8222,Mobile,10.0,PROCESSING_DELAY_P90
TXN-115276,8229,Desktop,9.0,PROCESSING_DELAY_P90
TXN-127476,8246,Desktop,10.0,PROCESSING_DELAY_P90
TXN-120429,8247,App,9.0,PROCESSING_DELAY_P90
TXN-155207,8248,Mobile,10.0,PROCESSING_DELAY_P90
TXN-107392,8257,App,9.0,PROCESSING_DELAY_P90
TXN-144559,8259,App,10.0,PROCESSING_DELAY_P90
TXN-149096,8260,App,10.0,PROCESSING_DELAY_P90
TXN-104677,8264,App,9.0,PROCESSING_DELAY_P90
TXN-108837,8269,Desktop,10.0,PROCESSING_DELAY_P90
TXN-147979,8272,Desktop,9.0,PROCESSING_DELAY_P90
TXN-102797,8280,Mobile,9.0,PROCESSING_DELAY_P90
TXN-126219,8281,App,9.0,PROCESSING_DELAY_P90
TXN-122818,8283,In-Store,10.0,PROCESSING_DELAY_P90
TXN-131788,8285,Desktop,10.0,PROCESSING_DELAY_P90
TXN-123008,8304,In-Store,9.0,PROCESSING_DELAY_P90
TXN-147848,8305,App,9.0,PROCESSING_DELAY_P90
TXN-149873,8307,In-Store,10.0,PROCESSING_DELAY_P90
TXN-122317,8329,Mobile,10.0,PROCESSING_DELAY_P90
TXN-123750,8333,App,10.0,PROCESSING_DELAY_P90
TXN-118574,8336,Mobile,10.0,PROCESSING_DELAY_P90
TXN-118781,8341,Desktop,10.0,PROCESSING_DELAY_P90
TXN-102019,8344,App,10.0,PROCESSING_DELAY_P90
TXN-141680,8345,Desktop,10.0,PROCESSING_DELAY_P90
TXN-141871,8350,Desktop,9.0,PROCESSING_DELAY_P90
TXN-141730,8351,In-Store,9.0,PROCESSING_DELAY_P90
TXN-152821,8359,In-Store,9.0,PROCESSING_DELAY_P90
TXN-145550,8360,Mobile,9.0,PROCESSING_DELAY_P90
TXN-137954,8371,Desktop,10.0,PROCESSING_DELAY_P90
TXN-108548,8373,Mobile,10.0,PROCESSING_DELAY_P90
TXN-104800,8374,Desktop,10.0,PROCESSING_DELAY_P90
TXN-117470,8387,In-Store,9.0,PROCESSING_DELAY_P90
TXN-127018,8388,Desktop,10.0,PROCESSING_DELAY_P90
TXN-125766,8393,Mobile,10.0,PROCESSING_DELAY_P90
TXN-119081,8395,App,9.0,PROCESSING_DELAY_P90
TXN-136143,8405,In-Store,10.0,PROCESSING_DELAY_P90
TXN-142473,8410,Mobile,10.0,PROCESSING_DELAY_P90
TXN-120531,8411,App,10.0,PROCESSING_DELAY_P90
TXN-153288,8414,App,9.0,PROCESSING_DELAY_P90
TXN-104507,8421,Mobile,10.0,PROCESSING_DELAY_P90
TXN-110266,8437,Desktop,9.0,PROCESSING_DELAY_P90
TXN-118160,8438,Mobile,10.0,PROCESSING_DELAY_P90
TXN-152577,8450,Desktop,9.0,PROCESSING_DELAY_P90
TXN-147716,8457,Mobile,9.0,PROCESSING_DELAY_P90
TXN-133403,8468,In-Store,9.0,PROCESSING_DELAY_P90
TXN-149068,8472,In-Store,9.0,PROCESSING_DELAY_P90
TXN-120347,8473,Mobile,9.0,PROCESSING_DELAY_P90
TXN-110604,8474,Mobile,9.0,PROCESSING_DELAY_P90
TXN-123412,8482,Desktop,9.0,PROCESSING_DELAY_P90
TXN-117694,8487,App,10.0,PROCESSING_DELAY_P90
TXN-121609,8496,In-Store,10.0,PROCESSING_DELAY_P90
TXN-140777,19,Mobile,9.0,PROCESSING_DELAY_P90
TXN-119703,8518,In-Store,10.0,PROCESSING_DELAY_P90
TXN-103895,19,Mobile,9.0,PROCESSING_DELAY_P90
TXN-117852,8521,Desktop,10.0,PROCESSING_DELAY_P90
TXN-111539,8525,App,10.0,PROCESSING_DELAY_P90
TXN-145546,8530,In-Store,9.0,PROCESSING_DELAY_P90
TXN-116929,8539,Mobile,9.0,PROCESSING_DELAY_P90
TXN-125532,8543,App,10.0,PROCESSING_DELAY_P90
TXN-127551,19,Desktop,9.0,PROCESSING_DELAY_P90
TXN-101506,8548,App,9.0,PROCESSING_DELAY_P90
TXN-116666,8559,App,9.0,PROCESSING_DELAY_P90
TXN-121183,8560,Mobile,10.0,PROCESSING_DELAY_P90
TXN-126201,8576,App,10.0,PROCESSING_DELAY_P90
TXN-128629,8580,Desktop,9.0,PROCESSING_DELAY_P90
TXN-121504,8591,In-Store,9.0,PROCESSING_DELAY_P90
TXN-103391,8597,In-Store,10.0,PROCESSING_DELAY_P90
TXN-114440,8601,In-Store,9.0,PROCESSING_DELAY_P90
TXN-108029,8604,In-Store,10.0,PROCESSING_DELAY_P90
TXN-134362,8608,Desktop,9.0,PROCESSING_DELAY_P90
TXN-114135,8610,Desktop,10.0,PROCESSING_DELAY_P90
TXN-106902,8616,In-Store,10.0,PROCESSING_DELAY_P90
TXN-143071,8618,Mobile,10.0,PROCESSING_DELAY_P90
TXN-126745,8623,App,10.0,PROCESSING_DELAY_P90
TXN-111408,8631,Mobile,9.0,PROCESSING_DELAY_P90
TXN-135847,8638,Mobile,9.0,PROCESSING_DELAY_P90
TXN-133393,8645,In-Store,9.0,PROCESSING_DELAY_P90
TXN-114655,8664,Desktop,9.0,PROCESSING_DELAY_P90
TXN-111004,8667,Mobile,10.0,PROCESSING_DELAY_P90
TXN-109242,8672,In-Store,10.0,PROCESSING_DELAY_P90
TXN-106456,8676,Mobile,10.0,PROCESSING_DELAY_P90
TXN-149896,8677,App,10.0,PROCESSING_DELAY_P90
TXN-141899,8685,In-Store,10.0,PROCESSING_DELAY_P90
TXN-114614,19,Mobile,10.0,PROCESSING_DELAY_P90
TXN-149007,8698,Desktop,10.0,PROCESSING_DELAY_P90
TXN-119620,8708,App,10.0,PROCESSING_DELAY_P90
TXN-133259,8713,In-Store,9.0,PROCESSING_DELAY_P90
TXN-129146,8723,In-Store,10.0,PROCESSING_DELAY_P90
TXN-101105,19,Mobile,10.0,PROCESSING_DELAY_P90
TXN-140762,8743,Desktop,10.0,PROCESSING_DELAY_P90
TXN-135357,8744,App,9.0,PROCESSING_DELAY_P90
TXN-133620,8754,In-Store,9.0,PROCESSING_DELAY_P90
TXN-116524,19,App,9.0,PROCESSING_DELAY_P90
TXN-120937,19,Desktop,10.0,PROCESSING_DELAY_P90
TXN-138480,8760,App,10.0,PROCESSING_DELAY_P90
TXN-135013,8766,App,10.0,PROCESSING_DELAY_P90
TXN-133226,8767,Desktop,9.0,PROCESSING_DELAY_P90
TXN-109506,8771,In-Store,10.0,PROCESSING_DELAY_P90
TXN-143961,8773,Mobile,10.0,PROCESSING_DELAY_P90
TXN-113337,8778,Mobile,9.0,PROCESSING_DELAY_P90
TXN-137982,8790,In-Store,10.0,PROCESSING_DELAY_P90
TXN-137580,8795,App,9.0,PROCESSING_DELAY_P90
TXN-150706,8798,Mobile,9.0,PROCESSING_DELAY_P90
TXN-147232,8804,App,9.0,PROCESSING_DELAY_P90
TXN-121585,8819,App,9.0,PROCESSING_DELAY_P90
TXN-102718,8823,In-Store,10.0,PROCESSING_DELAY_P90
TXN-115830,8824,App,9.0,PROCESSING_DELAY_P90
